Fichero actualizado a fecha: 2014-10-19 02:29:29
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Aula de Interpretación Batalla de Arapiles";;;"C/ Salas Pombo, 20. 37796. Arapiles (Salamanca)";"C/ Salas Pombo, 20.";"37796";"Arapiles";"1179298189428";;"615 537288";;;"info@sitiohistoricolosarapiles.com";"http://www.losarapiles.com";"40.89304539495093#-5.644655227661133#94";;"Salamanca";"1260887608341";1261041324821;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041324821/DirectorioPadre";
"Museo Etnológico de Puerto Seguro";;;"C/ Emilio García Lorenzo, 3. 37488 Puerto Seguro (Salamanca)";"C/ Emilio García Lorenzo, 3.";"37488";"Puerto Seguro";"1179298317701";;"649 862595";;;"jp.museopuertoseguro@gmail.com";"http://www.puertoseguro.org/desvan/museo";"40.829771202359346#-6.76084041595459#94";;"Salamanca";"1260887608341";1261041362931;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041362931/DirectorioPadre";
"Museo de la Industria Chacinera";;;"C/ Nueva, 1. -37770 Guijuelo (Salamanca)";"C/ Nueva, 1.";"37770";"Guijuelo";"1179298254513";;"923 59 19 01";;;"museochacinero@guijuelo.es";"http://www.guijuelo.es";"40.5676925538364#-5.6769490242004394#94";;"Salamanca";"1260887608341";1284154903588;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284154903588/DirectorioPadre";
"Castillo Duques de Alba";;;"C/ Castillo s/n Alba de Tormes 37800 Salamanca";"C/ Castillo s/n.";"37800";"Alba de Tormes";"1179298177187";;"618 74 65 13";;;;"http://www.villaalbadetormes.com";"40.82414516746837#-5.513516664505005#100";"<p>El castillo, propiedad de los duques de Alba, se remonta a la &eacute;poca de don Gutierre G&oacute;mez de Toledo, en el siglo XV. Aqu&iacute; se hospedaron escritores como Garcilaso de la Vega, Juan Bosc&aacute;n, Lope de Vega o Calder&oacute;n de la Barca.</p>
<p>De todo el conjunto destaca la soberbia torre del Homenaje, sobria por fuera y majestuosa por dentro, construida a mediados del siglo XV. Hoy, tras haber sido restaurada en 1961, ofrece una muestra de restos arqueol&oacute;gicos pertenecientes al propio castillo. Asimismo, la sala de la Armer&iacute;a merece una consideraci&oacute;n especial: en su interior se conservan unas pinturas murales renacentistas realizadas por el maestro italiano Crist&oacute;bal Passin, que representan tres episodios de la batalla de M&uuml;hlberg.</p>";"Salamanca";"1260887608341";1284166084497;20130520;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284166084497/DirectorioPadre";
"Centro de Interpretación del Arte Mudéjar";;;"Iglesia de San Martín. C/ Palacio. 40200 Cuéllar (Segovia)";"Iglesia de San Martín. C/ Palacio.";"40200";"Cuéllar";"1179298428248";;"921 142203";"921 142203";;"turismo@aytocuellar.es";"http://www.cuellar.es";"41.40155167815354#-4.318023920059204#100";"<p>En 1997 se inaugur&oacute; el Centro de Interpretaci&oacute;n del Mud&eacute;jar, que intenta mostrar mediante un espect&aacute;culo audiovisual la simbolog&iacute;a del arte m&aacute;s genuino de Cu&eacute;llar, inmerso dentro de las caracter&iacute;sticas de la Espa&ntilde;a medieval. En esta iglesia de San Mart&iacute;n se puede apreciar una nueva forma de acceder al conocimiento del arte, la arquitectura, su gente, sus alarifes, su religi&oacute;n..., tratando de realzar el sentido de la iglesia como un espacio en s&iacute; mismo, con el deseo de introducir al visitante en el conjunto del arte mud&eacute;jar mediante sonidos, luces, m&uacute;sica e imagen. Utilizando emoci&oacute;n y raz&oacute;n como m&eacute;todo de viaje para llegar por el tiempo hasta los siglos XII y XIII, donde el mud&eacute;jar es a la vez un arte, un sistema constructivo y una forma de vida que se desarrolla con las poblaciones cristianas, musulmanas y jud&iacute;as, en ese mundo de convivencia de las tres religiones.<br />
Todo ello supone una manera m&aacute;s factible y efectiva de encontrar y participar en aquellas experiencias que el visitante espera recibir cuando llega a un nuevo destino. Sin tiempo real para participar e integrarse f&iacute;sicamente en una cultura, pero que desde el plano de la creaci&oacute;n art&iacute;stica dicho visitante puede introducirse, descifrar y formar parte de ese mundo que es la cultura de cada regi&oacute;n, ciudad o municipio en la Edad Media, y que sirve para, una vez conocido, transportarnos al conocimiento de esa realidad.<br />
Se recorre este templo mud&eacute;jar guiados por la voz de un personaje de la &eacute;poca y su hija, coincidiendo con la construcci&oacute;n de la iglesia. Pasando por espacios como &quot;la cultura de fronteras&quot;, la emigraci&oacute;n y repoblaci&oacute;n; los elementos b&aacute;sicos para construcci&oacute;n: agua, arcilla, piedra y madera; para terminar con el uso colectivo del espacio por una comunidad en la que existen al menos tres culturas.</p>";"Segovia";"1260887608415";1261041388185;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041388185/DirectorioPadre";
"Museo Etnológico de Abioncillo";"Etnología y Antropología";;"Plaza Mayor s/n. 42193 Abioncillo de Calatañazor. (Soria)";"Plaza Mayor s/n.";"42193";"Calatañazor";"1179469129710";;"975 183260";;;"coopabion@escuela-abioncillo.com";"http://www.escuela-abioncillo.com";"41.703165313736676#-2.8669166564941406#82";;"Soria";"1260887608488";1261041411684;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041411684/DirectorioPadre";
"Museo Etnológico de Monteagudo de las Vicarías";;;"Ctra de Gómara s/n. 42220 Monteagudo de las Vicarías (Soria)";"Ctra de Gómara s/n.";"42220";"Monteagudo de las Vicarías";"1179469166907";;"975 325032";;;;;"41.36779116803144#-2.1704864501953125#76";;"Soria";"1260887608488";1261041516028;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041516028/DirectorioPadre";
"Centro de Interpretación de Pinares";;;"Antiguas Escuelas. 42156 Salduero (Soria)";"Antiguas Escuelas.";"42156";"Salduero";"1179469189342";;"975 378201";;;;;"41.889818739434546#-2.798445224761963#100";;"Soria";"1260887608488";1261041522218;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041522218/DirectorioPadre";
"Parque Temático del Románico";;;"Ctra. Molino de los Ojos, Km. 2,5. 42330 San Esteban de Gormaz (Soria)";"Ctra. Molino de los Ojos, Km. 2,5.";"42330";"San Esteban de Gormaz";"1179469189573";;"975 186245";"975 350282";;"info@parqueromanico.com";"http://www.parqueromanico.com";"41.570797579421196#-3.2024288177490234#94";;"Soria";"1260887608488";1261041523048;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041523048/DirectorioPadre";
"Museo Etnográfico de Sarnago";;;"Plaza, s/n. 42174 Sarnago(Soria)";"Plaza, s/n.";"42174";"San Pedro Manrique";"1179469193955";;"689 232430";;;"sarnago@sarnago.com";"http://www.sarnago.com";"42.00568280445877#-2.192201614379883#82";;"Soria";"1260887608488";1261041533216;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041533216/DirectorioPadre";
"Centro de Interpretación del Parque Natural del Cañón del Río Lobos";;;;"Ctra. SO-920 Burgo de Osma-San Leonardo de Yagüe, Km. 15,5";"42317";"Ucero";"1179469211962";;"975 363 564";;;"riolobos.ren@jcyl.es";;"41.71712#-3.051048#88";"<p><blockquote>La Casa del Parque del Ca&ntilde;&oacute;n del R&iacute;o Lobos se encuentra en proceso de reforma con el objetivo fundamental de conseguir su accesibilidad para todos los colectivos.<br />
Durante las obras de reforma la atenci&oacute;n a los visitantes se presta en dos equipamientos situados en San Leonardo de Yag&uuml;e y en Ucero.</blockquote></p>
<p><strong>Servicios prestados en el centro: </strong></p>
<p>Punto de informaci&oacute;n del Parque Natural, contenido expositivo, sala de usos m&uacute;ltiples, sala de exposiciones temporales y aseos. El centro est&aacute; dividido en tres plantas:</p>
<p>Planta baja: Donde se encuentra situada la recepci&oacute;n en la cual un monitor le ofrecer&aacute; informaci&oacute;n sobre el Parque Natural del Ca&ntilde;&oacute;n del R&iacute;o Lobos, una maqueta del Parque Natural y una sala de usos m&uacute;ltiples para la realizaci&oacute;n de talleres. <br />
Planta primera: Planta de exposiciones temporales. <br />
Planta s&oacute;tano: Sala de audiovisuales. <br />
Accesibilidad: Accesible. Rampas de acceso, ascensor y ba&ntilde;o adaptado para discapacitados.</p>
<p>El Centro ofrece informaci&oacute;n sobre el Parque Natural de&nbsp;9.500 hect&aacute;reas, descubriendo un herbario de m&aacute;s de mil especies&nbsp;vegetales y una exposici&oacute;n de fauna disecada. Es aconsejable&nbsp;visitar el impresionante paraje&nbsp;del Ca&ntilde;&oacute;n y la iglesia rom&aacute;nica de San Bartolom&eacute;, de origen templario, situada al comienzo del Parque.</p>";"Soria";"1260887608488";1284236125405;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236125405/DirectorioPadre";
"Casa Museo de Blas Villodres";;;;"C/ Eleta, 2 ";"42300";"Burgo de Osma (El)";"1179469127073";;"975 341006";;;;;"41.58485870906111#-3.070099353790283#88";"<p><strong>Horario:<br />
</strong><br />
Julio, Agosto y Semana Santa: X, J, V y S: <br />
Visitas guiadas a las 12:00, 13:00, 17:00, 18:00 y 19:00 horas. <br />
<br />
Colecciones privadas de Blas Villodres.</p>";"Soria";"1260887608488";1284236125695;20130613;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236125695/DirectorioPadre";
"Valladolid";;;;;;;;"Si";;;;;;;;"Museos";"1284266429843";1260887608561;20130502;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1260887608561/DirectorioPadre";
"Museo Nacional de Escultura. Colegio de San Gregorio";;;"C/ Cadenas de San Gregorio, 1 y 2. 47011 Valladolid";"C/ Cadenas de San Gregorio, 1 y 2.";"47011";"Valladolid";"1179469311668";;"983 250375 - 983 254083";"983 259300";;"museoescultura@mecd.es";"http://museoescultura.mcu.es/";"41.656946087466466#-4.723992347717285#100";"<p>El Museo Nacional de Escultura se halla establecido desde 1933 en el edificio del antiguo Colegio de San Gregorio, fundaci&oacute;n realizada en las postrimer&iacute;as del siglo XV por el dominico y obispo de Palencia fray Alonso de Burgos, que se habilit&oacute; paulatinamente a partir de aquel a&ntilde;o para cumplir un cometido muy diferente al que posey&oacute; en origen.</p>
<p>Los fondos que integran la colecci&oacute;n son una muestra elocuente de la calidad que alcanzaron las formas art&iacute;sticas en nuestro pa&iacute;s desde la Edad Media al siglo XIX. Las obras conservadas en el Museo son la expresi&oacute;n de un mundo de relaciones internacionales, de circulaci&oacute;n de influencias y artistas geniales que dieron como resultado un rico patrimonio, fundamental en el contexto cultural europeo.</p>
<p>El n&uacute;cleo primitivo de las colecciones procede de los conventos desamortizados de Valladolid y su entorno.<br />
En los &uacute;ltimos a&ntilde;os el crecimiento de las colecciones y las caracter&iacute;sticas de las mismas (obras en su mayor&iacute;a de gran formato), as&iacute; como el incremento de la actividad y los servicios del museo en consonancia con lo que se espera de una instituci&oacute;n muse&iacute;stica en nuestros d&iacute;as, hizo imprescindible que el Museo Nacional de Escultura acometiera un proyecto de renovaci&oacute;n integral que tiene como objetivos principales no s&oacute;lo la recuperaci&oacute;n y puesta en valor de los elementos arquitect&oacute;nicos, sino tambi&eacute;n la articulaci&oacute;n y dotaci&oacute;n de los espacios internos necesarios y la renovaci&oacute;n de la exposici&oacute;n permanente, de acuerdo a las m&aacute;s altas exigencias que debe tener un museo del siglo XXI. Como consecuencia de esto, surgir&aacute; un museo a cuya sede inicial (Colegio de San Gregorio) se le sumaran 3 edificios m&aacute;s (Palacio de Villena, Casa del Sol e Iglesia de San Benito el Viejo), lo que supondr&aacute; multiplicar su superficie por tres, adem&aacute;s de acometer una importante recuperaci&oacute;n de patrimonio inmueble y adecuar las instalaciones y el discurso del museo a las actuales directrices de la museolog&iacute;a.</p>
<p>En &eacute;l se recogen piezas de los maestros imagineros m&aacute;s importantes que trabajaron en Castilla: Alonso Berruguete, Juan de Juni y Gregorio Fern&aacute;ndez. Tampoco se puede olvidar la presencia de obras de artistas de la relevancia de Alejo de Vah&iacute;a, Felipe Vigarny o Pompeyo Leoni.</p>";"Valladolid";"1260887608561";1261041538081;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041538081/DirectorioPadre";
"Museo Patio Herreriano de Arte Contemporáneo Español (Valladolid)";;;"C/ Jorge Guillén, 6. 47003 Valladolid (Valladolid)";"C/ Jorge Guillén, 6.";"47003";"Valladolid";"1179469311668";;"983 362908";"983 375295";;"patioherreriano@museoph.org.org";"http://www.museopatioherreriano.org";"41.65462142886631#-4.730837345123291#94";;"Valladolid";"1260887608561";1261041539436;20140328;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041539436/DirectorioPadre";
"Museo de la Real Academia de Bellas Artes de la Purísima Concepción";;;"C/ Rastro, s/n. (Casa Cervantes). 47001 Valladolid";"C/ Rastro, s/n. (Casa Cervantes).";"47001";"Valladolid";"1179469311668";;"983 308810, 983 398004";"983 390703";;;"http://www.realacademiaconcepcion.net";"41.64813598947329#-4.726492166519165#100";"<p>Comparte edificio con la Casa de Cervantes. En el museo se exponen, agrupadas por t&eacute;cnicas, un n&uacute;mero considerable de obras pertenecientes a las diversas artes protegidas por la Academia. Fondos de los concursos organizados por la Academia desde 1863, y obras de dep&oacute;sito del Museo del Prado y de donaciones. Esculturas de Rodr&iacute;guez Carretero, Chicote, Gallo, Pastor Valsero, Benlliure, entre otros. Pinturas de Osmundo G&oacute;mez, Fern&aacute;ndez Marcos, Viani, garc&iacute;a Lesmes, Miguel Nieto, Casado del Alisal, etc.</p>";"Valladolid";"1260887608561";1261041551239;20130524;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041551239/DirectorioPadre";
"Museo Capilla de los Pasos Grandes";;;"Plaza de Santa María s/n. 47800 Medina de Rioseco (Valladolid)";"Plaza de Santa María s/n.";"47800";"Medina de Rioseco";"1179469264297";;"983 725026";;;"protemplos@gmail.com";;"41.88301356406511#-5.0429606437683105#94";"<p>En este espacio se guardan los grupos escult&oacute;ricos de la Crucifixi&oacute;n y el Descendimiento, cuyas dimensiones son tan impresionantes que verlos salir y entrar de la capilla, durante las procesiones de Semana Santa, resulta todo un espect&aacute;culo.</p>
<p>De los muchos edificios que pertenec&iacute;an a la cofrad&iacute;a de la Quinta Angustia y Soledad de Nuestra Se&ntilde;ora, el sal&oacute;n de pasos, construido en 1664 es el &uacute;nico que se conseva y mantiene su primitiva funci&oacute;n, la de albergar los pasos grandes.</p>
<p>Ambos conjuntos, fueron encargados por la cofrad&iacute;a de la Quinta Angustia en el siglo XVII. El de la Crucifixi&oacute;n se encarga en 1673 al escultor Andr&eacute;s de Oliveros Pesqueray en 1694 es reformador por Tomas de Sierra. El grupo del Descendimiento fue encargado en 1663 al escultor vallisoletano Francisco D&iacute;ez de Tudanca, siguiendo el modelo del de Gregorio Fern&aacute;ndez para la Vera Cruz vallisoletana.</p>";"Valladolid";"1260887608561";1261041596881;20130522;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041596881/DirectorioPadre";
"Museo de San Francisco";;;"Paseo de San Francisco s/n. 47800 Medina de Rioseco (Valladolid)";"Paseo de San Francisco s/n.";"47800";"Medina de Rioseco";"1179469264297";;"983 700020";"983 725043";;"informacion@museosanfrancisco.es";"http://www.museosanfrancisco.es";"41.87924324879161#-5.041029453277588#94";"<p>El Museo de Arte San Francisco se concibe como un espacio expositivo que con la utilizaci&oacute;n de modernos medios audiovisuales y nuevas t&eacute;cnicas museogr&aacute;ficas guiar&aacute;n al visitante a trav&eacute;s de la historia de Medina de Rioseco, de sus parroquias y presentar&aacute;n la figura de los Almirantes de Castilla y su repercusi&oacute;n en la vida de la comarca. A su vez, una maqueta del conjunto del convento mostrar&aacute; al visitante la configuraci&oacute;n inicial del mismo, ofreciendo informaci&oacute;n sobre la vida de la orden franciscana y, en el caso de Medina de Rioseco, la vinculaci&oacute;n que esta orden tuvo con los Almirantes y la vida cotidiana de la Ciudad. De la colecci&oacute;n de obras de arte que integra el Museo destaca el inter&eacute;s de colecciones como la de marfiles hispano filipinos y la de plater&iacute;a con la singular custodia procesional obra de Antonio de Arfe. Tambi&eacute;n destaca la colecci&oacute;n de escultura de los talleres riosecanos que ocupar&aacute; el espacio del coro de la Iglesia.</p>";"Valladolid";"1260887608561";1261041598511;20130523;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041598511/DirectorioPadre";
"Aula Museo Paco Díez de Instrumentos Musicales Ibéricos";;;"C/ La Alegría, 4. 47194 Mucientes (Valladolid)";"C/ La Alegría, 4.";"47194";"Mucientes";"1179469268158";;"983 587640";;;"contacto@aulamuseopacodiez.net";"http://www.aulamuseopacodiez.net";"41.744052204442276#-4.760556221008301#94";;"Valladolid";"1260887608561";1261041607374;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041607374/DirectorioPadre";
